moves,outcome,is_white
d4 Nf6 c4 e6 Nc3 d5 Qc2 c5 cxd5 cxd4 Qa4+ Bd7 Qxd4 exd5 Nxd5 Nc6 Nxf6+ gxf6 Qe4+ Be6 Bd2 f5 Qa4 Bg7 Bc3 Bxc3+ bxc3 Qf6 Rc1 O-O e3 Ne5 Nf3 Nxf3+ gxf3 Rac8 Rg1+ Kh8 Qd4 Qxd4 exd4 Bxa2 Bd3 Bd5 Bxf5 Rce8+ Kd2 Bxf3 Rce1 Bd5 Re3 b6 Rh3 Rd8 Rxh7#,-1,False
Nf3 d5 e3 Nf6 c4 e6 Nc3 b6 b3 Bb7 Bb2 Bd6 cxd5 exd5 d4 O-O Bd3 Re8 O-O Nbd7 Rc1 a6 Qc2 Ne4 Ne2 Qf6 Ne5 Rad8 f3 Ng5 h4 Ne6 f4 Qxh4 Rf3 g6 Rh3 Qe7 Rf1 Ng7 f5 Bxe5 dxe5 Qg5 e6 fxe6 fxg6 h5 Rf7 e5 Qxc7 Bc8 Nf4 d4 Bc4 b5 Rf5+ bxc4 Rxg5 Nb6 Qxb6 exf4 Bxd4 Bxh3 Qf6 Rd7 Rxh5 fxe3 Rh7 Ree7 Qh4 Nh5 Rh8#,1,True
e4 e5 Bc4 Nf6 d3 Bc5 Nc3 d6 f4 Nc6 Nf3 a6 a3 Bg4 h3 Bxf3 Qxf3 Nd4 Qg3 Nh5 Qg4 Nxf4 Bxf4 exf4 Qxg7 Qh4+ Kd1 O-O-O Qg4+ Qxg4+ hxg4 Rhg8 Rh4 f3 gxf3 Nxf3 Rh1 Rxg4 Bxf7 Rg2 Kc1 Be3+ Kb1 Nd4 Bb3 Rh8 Ka2 h5 Raf1 h4 Rf7 h3 Nd5 h2 Nxe3 Rg1 Rf1 Rg3 Nf5 Ne2 Nxg3 Nxg3 Be6+ Kd8 Bg4 Nxf1 Bf3 Ng3 Rd1 h1=Q Bxh1 Rxh1 Rd2 Nf1 Re2 Kd7 Rf2 Ne3 Rf7+ Kc6 c3 Nd1 Kb3 Rh2 d4 Rxb2+ Kc4 Rd2 d5+ Kb6 Kb3 Rb2+ Kc4 Rd2 Kb3 a5 a4 Nb2 e5 Nd3 e6 Nc5+ Kc4 Rxd5 e7 Re5 Rf6 Re4+ Kd5 Rxe7 Rxd6+ cxd6 Kxd6 Rd7+ Ke5 Nxa4,-1,True
d4 d5 Nf3 e6 c4 Nf6 g3 Be7 Bg2 O-O O-O dxc4 Qc2 a6 Qxc4 b5 Qc2 Bb7 Bd2 Ra7 Rd1 Be4 Qc1 Nc6 e3 Qa8 Nc3 Nxd4 exd4 Bxf3 Bxf3 Qxf3 Be3 Qh5 d5 Rb7 dxe6 fxe6 Qc2 c5 Qe2 Qh3 Qf3 Ng4 Qg2 Qxg2+ Kxg2 Nxe3+ fxe3 Bf6 Ne4 Bxb2 Rab1 Ba3 Rb3 Bb4 a3 Ba5 Nxc5 Rb6 Nd7 Rd8 Nf6+ gxf6 Rxd8+ Kf7 Rbd3 Kg6 R3d7 Rc6 Rg8+ Kf5 Rxh7 Rc2+ Kf3 Ke5 Rh5+ f5 g4 Be1 gxf5 Rf2+ Kg3 exf5 Kh3 Rf3+ Kg2 Rxe3 Kh1 Kf4 Rf8 Re5 Rfxf5+ Rxf5 Rxf5+ Kxf5 Kg2 b4 Kf1 bxa3 Kxe1 a2 Kd2 a1=Q Kc2 Qe5 Kb3 a5,-1,True
Nf3 e5 g3 e4 Nd4 c5 Ne6 c4 Nxd8 Kxd8 e3 f5 d3 d5 Be2 c3 dxe4 cxb2 Bxb2 Ke8 Nc3 Nc6 Nxd5 Bd6 e5 Bxe5 Bxe5 Nxe5 O-O Be6 Nc7+ Ke7 Nxe6 Kxe6 Qd4 Ke7 Bc4 Nc6 Qd5 Nf6 Qf7+ Kd8 Rfd1+ Kc8 Rab1 Kb8 Be6 Na5 Rb6 axb6 Qe7 Ka7 Rb1 Rad8 Qb4 Rd6 Qxd6 Nc6 Qa3+ Kb8 Rxb6 Kc7 Qc5 Re8 Rxc6+ bxc6 Qa7+ Kd6 Bxf5 Re6 Qd4+ Ke7 Bxe6 Kxe6 c4 Nd5 cxd5+ cxd5 Qxg7 Kf5 Qxh7+ Ke5 Qd3 Kd6 Qd4 Ke6 e4 dxe4 Qxe4+ Kf7 Qe3 Kg7 Qf3 Kg8 Qf4 Kh8 Qf5,1,True
d4 b6 c4 Bb7 Nc3 e6 Qc2 Bb4 e4 Nf6 Bd3 Nc6 Ne2 e5 d5 Nd4 Nxd4 exd4 a3 Bxc3+ bxc3 dxc3 Qxc3 O-O O-O Re8 Bb2 d6 Rae1 c6 f4 cxd5 cxd5 Rc8 Qd4 Qc7 Qf2 Qc5 Bd4 Qxa3 Qg3 Nh5 Qh3 g6 g4 Qb4 Ba1 Nxf4 Rxf4 Qxe1+ Rf1 Qd2 Qf3 f5 gxf5 Rf8 Qg3 Rc1 fxg6 Rfxf1+ Bxf1 h5 Qf3 Qg5+ Kh1 Qxg6 Bb2 Rb1 Bd4 Ba6 Qg3 Rxf1+ Kg2,-1,False
Nh3 Nf6 g3 e6 Bg2 d5 O-O Be7 f4 O-O Nf2 c5 d3 Nc6 e4 dxe4 dxe4 e5 c3 Be6 f5 Bc4 Re1 Qc7 Na3 Rad8 Qc2 Ba6 Be3 c4 g4 Bxa3 bxa3 Nd7 g5 b6 Qe2 Nc5 Qh5 Rd3 Ng4 Bc8 Nf6+ gxf6 gxf6 Kh8 Kh1 Rg8 Bf3 Rxe3 Rg1 Qd8 Rxg8+ Qxg8 Rg1 Re1 Rxe1 Nd7 Rg1 Qf8 Qh4 Nd8 Rg7 Nxf6 Qxf6 Qxg7 Qxd8+ Qg8 Qf6+ Qg7 Qd6 Qg8 Qxe5+ Qg7 f6 Qg8 Qh5 Be6 Qh6 Qg6 Qxg6 hxg6 e5 Kh7 Kg2 Kh6 Kg3 g5 h4 Kg6 hxg5 Kxg5 Be4 Bf5 Kf3 Be6 Ke3 Bf5 Kd4 Bxe4 a4 Bd5 Kxd5,-1,False
d4 Nf6 c4 g6 f3 Bg7 e4 d6 Nc3 O-O Nge2 c5 d5 e6 Ng3 exd5 cxd5 a6 a4 Nbd7 Be2 Rb8 Bg5 Ne8 Bxd8 Nef6 Be7 Re8 Bxd6,-1,False
d4 g6 c4 Bg7 e4 d6 Ne2 Nd7 f3 e5 Nbc3 Ngf6 Bg5 h6 Be3 a6 d5 Rb8 Qd2 b5 cxb5 axb5 b4 Nb6 Nc1 O-O Bxb5 Bd7 Be2 Nh5 a4 f5 a5 Nc8 b5 Nf4 O-O h5 a6 Bh6 a7 Ra8 Kh1 h4 g3 hxg3 hxg3 Kf7 Rf2 Rh8 Rh2 Bg5 gxf4 Rxh2+ Kxh2 Qh8+ Kg1 exf4 Bd4 Qh4 Bf1 Nb6 Bxb6 cxb6 Nd3 Rh8 Bg2 Bf6 Ra2 Bd4+ Kf1 Ra8 Ne2 Bf6 Nexf4 Qg5 Ne6 fxe4 Nxg5+ Ke7 Nxe4 Bc3 Qg5+,-1,False
Nf3 d5 e3 e6 c4 Nf6 Nc3 Bd6 b3 O-O Bb2 b6 g4 Bb7 g5 Ne4 h4 Nd7 h5 Re8 g6 fxg6 hxg6 h6 Nxe4 dxe4 Ng5 Qxg5 Qc2 Ne5 O-O-O Qxg6 Kb1 Nd3 Bxd3 exd3 Qc3 Bxh1,-1,True
d4 g6 c4 f5 Nc3 Nf6 Nf3 Bg7 Bf4 O-O e3 d6 c5 c6 Qb3+ Kh8 h4 h6 O-O-O Nh5 Be2 Nxf4 exf4 dxc5 dxc5 Qc7 g3 Nd7 Qc4 b5 cxb6 axb6 h5 b5 Qb4 c5 Qxb5 Rb8 Qc4 Rb4 Qd3 c4 Qe3 Nc5 Nh4 Rf6 Nxg6+ Rxg6 hxg6 Na4 Rd4 Nxb2 Rhd1 Nd3+ R1xd3 cxd3 Rxb4 Qxc3+ Kd1 dxe2+ Kxe2 Qxb4 Kf3 Bb7+ Ke2 Qc4+ Ke1 Bc3+ Kd1 Be4 f3 Qf1+ Qe1 Qxe1#,1,False
Nf3 d5 g3 e6 Bg2 Nf6 O-O Be7 c4 O-O d4 dxc4 Na3 Bxa3 bxa3 Nc6 Bb2 b5 Ne5 Nxe5 Bxa8 Ned7 Bg2 Ba6 a4 b4 Rc1 c3 Ba1 c5 a3 Qa5 dxc5 Qxc5 axb4 Qxb4 Bxc3 Qe7 Qd4 Nb6 Bb4 Qd8 Qxd8 Rxd8 Rfd1 Nbd5 e4 Rb8 exd5 Rxb4 d6 Nd7 Rc7,1,True
d4 g6 c4 Bg7 Nc3 c5 d5 Bxc3+ bxc3 f5 h4 Nf6 h5 Rg8 hxg6 hxg6 Qa4 Qa5 Qxa5,-1,False
d4 d5 Bf4 e6 e3 Bd6 Nf3 Ne7 Nbd2 Bxf4 exf4 c5 dxc5 Qc7 g3 Nd7 Nb3 a5 a4 O-O Bd3 Nxc5 Nxc5 Qxc5 c3 Bd7 O-O h6 Re1 Rad8 Qd2 Nc6 Bc2 Rfe8 Rad1 Bc8 Ne5 Nxe5 Rxe5 Bd7 g4 Qd6 g5 hxg5 Rxg5 g6 Qe3 Kf8 Qg3 Bc6 h4 Ke7 h5 gxh5 Re1 Kd7 Rg7 Kc8 Qg5 Kb8 Re5 Rf8 Qf6 Rg8 Reg5 Rxg7 Rxg7 d4 cxd4 Qxd4 Rxf7 h4 Qxd4 Rxd4 Bb3 Rd3 Bc2 Rd2 Bb3 Rxb2 Bc4 Rb1+ Bf1 h3,1,False
d4 d5 Bf4 e6 e3 Nf6 Nf3 c5 Nbd2 Nc6 c3 Nh5 Bg5 Qb6 Rb1 h6 Bh4 g5 Bg3 Nxg3 hxg3 Bg7 Bd3 g4 Ng1 e5 dxc5 Qxc5 e4 Be6 Ne2 O-O-O Qc2 Kb8 O-O h5 Nb3 Qb6 Rfd1 d4 cxd4 exd4 Qc5 Bxb3 Qxb6 axb6 axb3 Nb4 Rbc1 Rc8 Rc4 Rxc4 Bxc4 Rd8 Bxf7 d3 Nf4 d2 Ne6 Rd7 Bxh5 Bxb2 Bxg4 Bc3 Nf4 Rg7 Bf3 Na2 Nd5 Rd7 Kf1 b5 Ke2 b4 g4 Nc1+ Ke3 Nxb3 g5 Nd4 g6 Nc2+ Kd3 Nd4 Nxc3 Nb5+ Nd5 Nc3 Rxd2 Na4 Kc4 b3 Kxb3 Nc5+ Kc3 Ne6 e5 Ng5 Kd3 Nxf3 gxf3 Rxd5+ Ke3 Rxd2 Kf4 Kc7 g7 Rd4+ Kf5 Rd8 Kf6 Kd7 Kf7 Re8 g8=Q Re7+ Kf6 Re8 Qd5+,-1,False
Nh3 d5 g3 e6 Bg2 Bc5 O-O Nf6 d4 Bb6 c3 c5 e3 Nc6 Nf4 cxd4 exd4 O-O Ne2 Re8 Nd2 e5 dxe5 Nxe5 Nf3 Neg4 Ned4 Nxf2 Rxf2 Ng4 Rf1 Bd7 h3 Nf6 Bf4 Ne4 Qd3 Bc7 Rae1 Bxf4 gxf4 Qb6 Ne5 Bb5 Qxb5 Qf6 Bxe4 dxe4 Rxe4 Rad8 Ng4 Qg6 Rxe8+ Rxe8 Qxe8#,-1,False
d4 g6 c4 Bg7 Nc3 d6 e4 Nd7 Nge2 e5 d5 Ngf6 Ng3 h5 Be2 h4 Nf1 Nc5 Qc2 a5 Be3 Bh6 Bxh6 Rxh6 Nd2 g5 O-O-O Bd7 Kb1 b6 g3 Qe7 Nf3 Nh7 gxh4 g4 Ng5 Nxg5 hxg5 Qxg5 Rdg1 Qf4 Rg2 O-O-O Rhg1 Rxh2 Bxg4 Bxg4 Rxg4 Qxf2 Qxf2 Rxf2 R4g2 Rf4 Re2 Rh8 a3 a4 Ka2 Rhh4 Rge1 Kb7 Kb1 f5 exf5 Rxf5 Ne4 Rff4 Nd2 Rhg4 Rh1 Rd4 Rh7 Rg1+ Ka2 Rxd2 Rxd2 Nb3,1,False
e4 e6 Qe2 d5 exd5 Qxd5 Nc3 Qd8 Nf3 Nf6 g3 Be7 Bg2 O-O d4 c6 Ne5 Nbd7 Bf4 Nxe5 dxe5 Nd5 O-O-O Qa5 Nxd5 cxd5 Kb1 Bd7 Bd2 Qb6 Qe3 Bc5 Qb3 Rfc8 f4 Qa6 Bf1 b5 Bd3 Qa4 Bc1 Rab8 f5 Qxb3 fxe6 Qa4 exd7 Rd8 e6 fxe6 Rhf1 Rb6 Rf4 Rxd7 Rxa4 h6 c3 bxa4 Bc2 Rdb7 Bxa4 Rxb2+ Bxb2 Ba3 Kc2 Bxb2 Bb3 a5 Kd3 Rc7 c4 a4 cxd5 axb3 d6 Rd7 Ke4 Rxd6 Kf3 Rxd1 Kg2 bxa2 Kh3 a1=Q Kg2 Qb1 Kh3 Qc2 Kg4 Qd3 Kh3 Qd5,-1,True
d4 g6 c4 d6 Nc3 e5 e4 exd4 Qxd4 Nf6 Bg5 Bg7 Nf3 Nc6 Qd2 h6 Be3 Ng4 Bf4 g5 Bg3 Nge5 O-O-O Be6 Nd4 Nxd4 Qxd4 O-O h4 Nxc4 Qd3 b5 hxg5 Qxg5+ f4 Qc5 f5 Nxb2 Kxb2 b4 fxe6 bxc3+ Kc2 Rab8 Qc4 Rb2+ Kd3 Qg5 Rh3 Rd2+ Rxd2 Qxd2#,1,False
e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3 Ngf6 Bd3 Be7 Nxf6+ Nxf6 Be3 O-O Qe2 b6 O-O-O Bb7 Ne5 Qd5 Kb1 Rfd8 Rhg1 c5 Bc4 Qe4 f3 Qf5 g4 Bxf3 gxf5 Bxe2 Bxe2 cxd4 Bxd4 exf5 Bc4 Rf8 a3 Rac8 Rge1 Bc5 Bxc5 Rxc5 Bb3 Rc7 Nf3 g6 Nd4 Kg7 Nb5 Rb7 Nd6 Rc7 Nb5 Rb7 Nd4 Rc7 Nf3 a6 Ne5 b5 c3 a5 Bc2 b4 cxb4 axb4 a4 Ra8 Bb3 Rb8 Nd3 Ra8 Nf4 Rb7 Nd5 Rba7 Nxf6 Kxf6 Rd6+ Kg7 Rd4 Rb8 Rxb4 Rab7 Rxb7 Rxb7 Bc2 Ra7 b3 h5 Rd1 h4 Kb2 g5 Rd2 g4 Rd3 g3 Rd4 gxh2 Rg4+ fxg4 Be4 h3 Bh1 g3 Bg2 hxg2 b4 g1=Q b5 Qg2+ Kb3 h1=Q Kb4 Rb7 a5 Rxb5+ Kxb5 Qc6+ Kb4 Qhe4+ Kb3 Qca4+ Kb2 Qec2#,-1,True
e4 e5 Nc3 Nc6 Bc4 Bc5 d3 Nge7 f4 O-O Nf3 exf4 Bxf4 d6 Ng5 h6 h4 Ne5 Bxe5 dxe5 Qh5 Qd4 O-O-O Bd7 Nxf7 Kh7 Qxe5 Bg4 Qxd4 Bxd4 Rdf1 a5 a4 c6 Nd6 Rfb8 Rf7 Ng6 Nf5 Be5 d4 Bf6 e5 Rf8 exf6 Rxf7 Bxf7 Bxf5 fxg7 Kxg7 Bxg6 Bxg6 Re1 Rd8 Ne2 Re8 Kd2 Bf5 c3 Rd8 Nf4 Kf6 Re5 c5 Rxc5 b6 Rb5,1,True
Nh3 d5 g3 g6 Bg2 Bg7 O-O Nf6 f4 O-O Nf2 c5 d3 Nc6 e4 dxe4 dxe4 e5 Nc3 exf4 Bxf4 Nd4 Nd5 Nxd5 exd5 Re8 c3 Ne2+ Kh1 Nxf4 gxf4 Qd6 Qd2 Bf5 Rae1 Bf6 Ne4 Bxe4 Bxe4 Kg7 Qg2 Re7 f5 Rae8 fxg6 hxg6 Re2 Re5 Bf3 Rxe2 Bxe2 Re5 Bf3 Rg5 Qf2 Re5 Qg3 Rf5 Qxd6 Be5 Qe7 Rf6 Qxe5 g5 d6 Kg6 Be4+,-1,False
d3 d5 g3 e6 Bg2 Nf6 Nf3 Be7 O-O O-O e4 c5 e5 Nfd7 Nbd2 Nc6 Re1 b5 Nf1 a5 Bf4 b4 h4 a4 a3 bxa3 bxa3 Ba6 N1h2 Nd4 Ng5 h6 c3 hxg5 hxg5 Nf5 Qh5 g6 Qh3 Kg7 Ng4 Rh8 Nh6 Bxg5 Nxf5+ gxf5 Bxg5 Qxg5 Qh4 Rxh4 gxh4,-1,True
Nh3 f5 g3 Nf6 Bg2 g6 O-O Bg7 f4 O-O Nf2 d6 d3 e5 e4 exf4 gxf4 fxe4 dxe4 Nc6 Nc3 Be6 Ne2 Nh5 Nd3 Qh4 c3 Rae8 Qe1 Qxe1 Rxe1 Bc4 Rd1 Bh6 f5 Bxc1 Nexc1 gxf5 exf5 Rxf5 Rd2 Nf4 Nxf4 Rxf4 Nb3 Kh8 h3 Ref8 Re1 Ne5 Bxb7 c6 Nd4 Bd5 Rde2 Rxd4 cxd4 Nf3+ Kf1 Bc4 Kg2 Bd5 Kg3 Nxe1 Rxe1 Rf3+ Kg4 Rf2 Re7 Rxb2 Bc8 Rxa2 Bf5 Rg2+ Kh4 Rg7 Re8+ Rg8 Re7 Rg7 Re8+ Bg8 Rd8 c5 Rxd6 cxd4 Rxd4 Re7 Bg4 Kg7 Ra4 Kf6 Ra5 Be6 Ra6 Ke5 Bxe6 Rxe6 Rxa7 h6 Ra5+ Kf6 Ra4 Kg6 Rg4+ Kh7 Re4 Rg6 Re7+ Rg7 Rxg7+ Kxg7 Kh5 Kh7 Kg4 Kg7 Kf4 Kg6 Kg4 h5+ Kf4 Kh6 Kf5 h4 Kg4 Kg7 Kxh4 Kh7 Kg4 Kg7 Kg5 Kh7 Kh5 Kg7 Kg5 Kh7 h4 Kh8 Kh5 Kg8 Kg6 Kh8 Kh6 Kg8 h5 Kh8 Kg6 Kg8 h6 Kh8,0,False
b4 a5 b5 b6 Bb2 Bb7 e3 Nf6 Nf3 g6 Be2 Bg7 O-O O-O d4 e6 c4 d6 Nc3 Nbd7 Rc1 Qe7 Na4 Rfd8 Ba3 Ne4 Nd2 f5 Bf3 Qh4 g3 Qh3 Nxe4 fxe4 Bg2 Qh6 Nc3 Nf6 Qc2 d5 cxd5 exd5 Ne2 Rd7 Nf4 Rf7 Ne6 Rc8 h4 Re8 Ng5 Rd7 Bh3 Rc8 Bxd7 Nxd7 Qb3 Bf6 Rc6 Bxg5 Qxd5+ Kh8 Qxd7 Bxc6 Qxc8+,1,True
